#,Hanzi,Unicode,Mandarin reading(s),level
2702,街,U+8857,jiē,1
2703,惩,U+60E9,chéng,1
2704,御,U+5FA1,yù,1
2705,循,U+5FAA,xún,1
2706,艇,U+8247,tǐng,1
2707,舒,U+8212,shū,1
2708,逾,U+903E,yú,1
2709,番,U+756A,"fān, pān",1
2710,释,U+91CA,shì,1
2711,禽,U+79BD,qín,1
2712,腊,U+814A,là,1
2713,脾,U+813E,pí,1
2714,腋,U+814B,yè,1
2715,腔,U+8154,qiāng,1
2716,腕,U+8155,wàn,1
2717,鲁,U+9C81,lǔ,1
2718,猩,U+7329,xīng,1
2719,猬,U+732C,wèi,1
2720,猾,U+733E,huá,1
2721,猴,U+7334,hóu,1
2722,惫,U+60EB,bèi,1
2723,然,U+7136,rán,1
2724,馈,U+9988,kuì,1
2725,馋,U+998B,chán,1
2726,装,U+88C5,zhuāng,1
2727,蛮,U+86EE,mán,1
2728,就,U+5C31,jiù,1
2729,敦,U+6566,dūn,1
2730,斌,U+658C,bīn,1
2731,痘,U+75D8,dòu,1
2732,痢,U+75E2,lì,1
2733,痪,U+75EA,huàn,1
2734,痛,U+75DB,tòng,1
2735,童,U+7AE5,tóng,1
2736,竣,U+7AE3,jùn,1
2737,阔,U+9614,kuò,1
2738,善,U+5584,shàn,1
2739,翔,U+7FD4,xiáng,1
2740,羡,U+7FA1,xiàn,1
2741,普,U+666E,pǔ,1
2742,粪,U+7CAA,fèn,1
2743,尊,U+5C0A,zūn,1
2744,奠,U+5960,diàn,1
2745,道,U+9053,dào,1
2746,遂,U+9042,"suí, suì",1
2747,曾,U+66FE,"céng, zēng",1
2748,焰,U+7130,yàn,1
2749,港,U+6E2F,gǎng,1
2750,滞,U+6EDE,zhì,1
2751,湖,U+6E56,hú,1
2752,湘,U+6E58,xiāng,1
2753,渣,U+6E23,zhā,1
2754,渤,U+6E24,bó,1
2755,渺,U+6E3A,miǎo,1
2756,湿,U+6E7F,shī,1
2757,温,U+6E29,wēn,1
2758,渴,U+6E34,kě,1
2759,溃,U+6E83,"huì, kuì",1
2760,溅,U+6E85,jiàn,1
2761,滑,U+6ED1,huá,1
2762,湃,U+6E43,pài,1
2763,渝,U+6E1D,yú,1
2764,湾,U+6E7E,wān,1
2765,渡,U+6E21,dù,1
2766,游,U+6E38,yóu,1
2767,滋,U+6ECB,zī,1
2768,渲,U+6E32,xuàn,1
2769,溉,U+6E89,gài,1
2770,愤,U+6124,fèn,1
2771,慌,U+614C,huāng,1
2772,惰,U+60F0,duò,1
2773,愕,U+6115,è,1
2774,愣,U+6123,lèng,1
2775,惶,U+60F6,huáng,1
2776,愧,U+6127,kuì,1
2777,愉,U+6109,yú,1
2778,慨,U+6168,kǎi,1
2779,割,U+5272,gē,1
2780,寒,U+5BD2,hán,1
2781,富,U+5BCC,fù,1
2782,寓,U+5BD3,yù,1
2783,窜,U+7A9C,cuàn,1
2784,窝,U+7A9D,wō,1
2785,窖,U+7A96,jiào,1
2786,窗,U+7A97,chuāng,1
2787,窘,U+7A98,jiǒng,1
2788,遍,U+904D,biàn,1
2789,雇,U+96C7,gù,1
2790,裕,U+88D5,yù,1
2791,裤,U+88E4,kù,1
2792,裙,U+88D9,qún,1
2793,禅,U+7985,"chán, shàn",1
2794,禄,U+7984,lù,1
2795,谢,U+8C22,xiè,1
2796,谣,U+8C23,yáo,1
2797,谤,U+8C24,bàng,1
2798,谦,U+8C26,qiān,1
2799,犀,U+7280,xī,1
2800,属,U+5C5E,shǔ,1
2801,屡,U+5C61,lǚ,1
2802,强,U+5F3A,"jiàng, qiáng, qiǎng",1
2803,粥,U+7CA5,zhōu,1
2804,疏,U+758F,shū,1
2805,隔,U+9694,gé,1
2806,隙,U+9699,xì,1
2807,隘,U+9698,ài,1
2808,媒,U+5A92,méi,1
2809,絮,U+7D6E,xù,1
2810,嫂,U+5AC2,sǎo,1
2811,媚,U+5A9A,mèi,1
2812,婿,U+5A7F,xù,1
2813,登,U+767B,dēng,1
2814,缅,U+7F05,miǎn,1
2815,缆,U+7F06,lǎn,1
2816,缉,U+7F09,"jī, qī",1
2817,缎,U+7F0E,duàn,1
2818,缓,U+7F13,huǎn,1
2819,缔,U+7F14,dì,1
2820,缕,U+7F15,lǚ,1
2821,骗,U+9A97,piàn,1
2822,编,U+7F16,biān,1
2823,骚,U+9A9A,sāo,1
2824,缘,U+7F18,yuán,1
2825,瑟,U+745F,sè,1
2826,鹉,U+9E49,wǔ,1
2827,瑞,U+745E,ruì,1
2828,瑰,U+7470,guī,1
2829,瑙,U+7459,nǎo,1
2830,魂,U+9B42,hún,1
2831,肆,U+8086,sì,1
2832,摄,U+6444,shè,1
2833,摸,U+6478,mō,1
2834,填,U+586B,tián,1
2835,搏,U+640F,bó,1
2836,塌,U+584C,tā,1
2837,鼓,U+9F13,gǔ,1
2838,摆,U+6446,bǎi,1
2839,携,U+643A,xié,1
2840,搬,U+642C,bān,1
2841,摇,U+6447,yáo,1
2842,搞,U+641E,gǎo,1
2843,塘,U+5858,táng,1
2844,摊,U+644A,tān,1
2845,聘,U+8058,pìn,1
2846,斟,U+659F,zhēn,1
2847,蒜,U+849C,suàn,1
2848,勤,U+52E4,qín,1
2849,靴,U+9774,xuē,1
2850,靶,U+9776,bǎ,1
2851,鹊,U+9E4A,què,1
2852,蓝,U+84DD,lán,1
2853,墓,U+5893,mù,1
2854,幕,U+5E55,mù,1
2855,蓬,U+84EC,péng,1
2856,蓄,U+84C4,xù,1
2857,蒲,U+84B2,pú,1
2858,蓉,U+84C9,róng,1
2859,蒙,U+8499,"mēng, méng, měng",1
2860,蒸,U+84B8,zhēng,1
2861,献,U+732E,xiàn,1
2862,椿,U+693F,chūn,1
2863,禁,U+7981,"jīn, jìn",1
2864,楚,U+695A,chǔ,1
2865,楷,U+6977,"jiē, kǎi",1
2866,榄,U+6984,lǎn,1
2867,想,U+60F3,xiǎng,1
2868,槐,U+69D0,huái,1
2869,榆,U+6986,yú,1
2870,楼,U+697C,lóu,1
2871,概,U+6982,gài,1
2872,赖,U+8D56,lài,1
2873,酪,U+916A,lào,1
2874,酬,U+916C,chóu,1
2875,感,U+611F,gǎn,1
2876,碍,U+788D,ài,1
2877,碘,U+7898,diǎn,1
2878,碑,U+7891,bēi,1
2879,碎,U+788E,suì,1
2880,碰,U+78B0,pèng,1
2881,碗,U+7897,wǎn,1
2882,碌,U+788C,"liù, lù",1
2883,尴,U+5C34,gān,1
2884,雷,U+96F7,léi,1
2885,零,U+96F6,líng,1
2886,雾,U+96FE,wù,1
2887,雹,U+96F9,báo,1
2888,辐,U+8F90,fú,1
2889,辑,U+8F91,jí,1
2890,输,U+8F93,shū,1
2891,督,U+7763,dū,1
2892,频,U+9891,pín,1
2893,龄,U+9F84,líng,1
2894,鉴,U+9274,jiàn,1
2895,睛,U+775B,jīng,1
2896,睹,U+7779,dǔ,1
2897,睦,U+7766,mù,1
2898,瞄,U+7784,miáo,1
2899,睫,U+776B,jié,1
2900,睡,U+7761,shuì,1
2901,睬,U+776C,cǎi,1
2902,嗜,U+55DC,shì,1
2903,鄙,U+9119,bǐ,1
2904,嗦,U+55E6,suō,1
2905,愚,U+611A,yú,1
2906,暖,U+6696,nuǎn,1
2907,盟,U+76DF,méng,1
2908,歇,U+6B47,xiē,1
2909,暗,U+6697,àn,1
2910,暇,U+6687,xiá,1
2911,照,U+7167,zhào,1
2912,畸,U+7578,jī,1
2913,跨,U+8DE8,kuà,1
2914,跷,U+8DF7,qiāo,1
2915,跳,U+8DF3,tiào,1
2916,跺,U+8DFA,duò,1
2917,跪,U+8DEA,guì,1
2918,路,U+8DEF,lù,1
2919,跤,U+8DE4,jiāo,1
2920,跟,U+8DDF,gēn,1
2921,遣,U+9063,qiǎn,1
2922,蜈,U+8708,wú,1
2923,蜗,U+8717,wō,1
2924,蛾,U+86FE,é,1
2925,蜂,U+8702,fēng,1
2926,蜕,U+8715,tuì,1
2927,嗅,U+55C5,xiù,1
2928,嗡,U+55E1,wēng,1
2929,嗓,U+55D3,sǎng,1
2930,署,U+7F72,shǔ,1
2931,置,U+7F6E,zhì,1
2932,罪,U+7F6A,zuì,1
2933,罩,U+7F69,zhào,1
2934,蜀,U+8700,shǔ,1
2935,幌,U+5E4C,huǎng,1
2936,错,U+9519,cuò,1
2937,锚,U+951A,máo,1
2938,锡,U+9521,xī,1
2939,锣,U+9523,luó,1
2940,锤,U+9524,chuí,1
2941,锥,U+9525,zhuī,1
2942,锦,U+9526,jǐn,1
2943,键,U+952E,jiàn,1
2944,锯,U+952F,jù,1
2945,锰,U+9530,měng,1
2946,矮,U+77EE,ǎi,1
2947,辞,U+8F9E,cí,1
2948,稚,U+7A1A,zhì,1
2949,稠,U+7A20,chóu,1
2950,颓,U+9893,tuí,1
2951,愁,U+6101,chóu,1
2952,筹,U+7B79,chóu,1
2953,签,U+7B7E,qiān,1
2954,简,U+7B80,jiǎn,1
2955,筷,U+7B77,kuài,1
2956,毁,U+6BC1,huǐ,1
2957,舅,U+8205,jiù,1
2958,鼠,U+9F20,shǔ,1
2959,催,U+50AC,cuī,1
2960,傻,U+50BB,shǎ,1
2961,像,U+50CF,xiàng,1
2962,躲,U+8EB2,duǒ,1
2963,魁,U+9B41,kuí,1
2964,衙,U+8859,yá,1
2965,微,U+5FAE,wēi,1
2966,愈,U+6108,yù,1
2967,遥,U+9065,yáo,1
2968,腻,U+817B,nì,1
2969,腰,U+8170,yāo,1
2970,腥,U+8165,xīng,1
2971,腮,U+816E,sāi,1
2972,腹,U+8179,fù,1
2973,腺,U+817A,xiàn,1
2974,鹏,U+9E4F,péng,1
2975,腾,U+817E,téng,1
2976,腿,U+817F,tuǐ,1
2977,鲍,U+9C8D,bào,1
2978,猿,U+733F,yuán,1
2979,颖,U+9896,yǐng,1
2980,触,U+89E6,chù,1
2981,解,U+89E3,"jiě, jiè, xiè",1
2982,煞,U+715E,"shā, shà",1
2983,雏,U+96CF,chú,1
2984,馍,U+998D,mó,1
2985,馏,U+998F,"liú, liù",1
2986,酱,U+9171,jiàng,1
2987,禀,U+7980,bǐng,1
2988,痹,U+75F9,bì,1
2989,廓,U+5ED3,kuò,1
2990,痴,U+75F4,chī,1
2991,痰,U+75F0,tán,1
2992,廉,U+5EC9,lián,1
2993,靖,U+9756,jìng,1
2994,新,U+65B0,xīn,1
2995,韵,U+97F5,yùn,1
2996,意,U+610F,yì,1
2997,誊,U+8A8A,téng,1
2998,粮,U+7CAE,liáng,1
2999,数,U+6570,"shǔ, shù, shuò",1
3000,煎,U+714E,jiān,1
3001,塑,U+5851,sù,1
3002,慈,U+6148,cí,1
3003,煤,U+7164,méi,1
3004,煌,U+714C,huáng,1
3005,满,U+6EE1,mǎn,1
3006,漠,U+6F20,mò,1
3007,滇,U+6EC7,diān,1
3008,源,U+6E90,yuán,1
3009,滤,U+6EE4,lǜ,1
3010,滥,U+6EE5,làn,1
3011,滔,U+6ED4,tāo,1
3012,溪,U+6EAA,xī,1
3013,溜,U+6E9C,"liū, liù",1
3014,漓,U+6F13,lí,1
3015,滚,U+6EDA,gǔn,1
3016,溢,U+6EA2,yì,1
3017,溯,U+6EAF,sù,1
3018,滨,U+6EE8,bīn,1
3019,溶,U+6EB6,róng,1
3020,溺,U+6EBA,nì,1
3021,粱,U+7CB1,liáng,1
3022,滩,U+6EE9,tān,1
3023,慎,U+614E,shèn,1
3024,誉,U+8A89,yù,1
3025,塞,U+585E,"sāi, sài, sè",1
3026,寞,U+5BDE,mò,1
3027,窥,U+7AA5,kuī,1
3028,窟,U+7A9F,kū,1
3029,寝,U+5BDD,qǐn,1
3030,谨,U+8C28,jǐn,1
3031,褂,U+8902,guà,1
3032,裸,U+88F8,luǒ,1
3033,福,U+798F,fú,1
3034,谬,U+8C2C,miù,1
3035,群,U+7FA4,qún,1
3036,殿,U+6BBF,diàn,1
3037,辟,U+8F9F,"bì, pì",1
3038,障,U+969C,zhàng,1
3039,媳,U+5AB3,xí,1
3040,嫉,U+5AC9,jí,1
3041,嫌,U+5ACC,xián,1
3042,嫁,U+5AC1,jià,1
3043,叠,U+53E0,dié,1
3044,缚,U+7F1A,fù,1
3045,缝,U+7F1D,"féng, fèng",1
3046,缠,U+7F20,chán,1
3047,缤,U+7F24,bīn,1
3048,剿,U+527F,jiǎo,1
3049,静,U+9759,jìng,1
3050,碧,U+78A7,bì,1
3051,璃,U+7483,lí,1
3052,赘,U+8D58,zhuì,1
3053,熬,U+71AC,"āo, áo",1
3054,墙,U+5899,qiáng,1
3055,墟,U+589F,xū,1
3056,嘉,U+5609,jiā,1
3057,摧,U+6467,cuī,1
3058,赫,U+8D6B,hè,1
3059,截,U+622A,jié,1
3060,誓,U+8A93,shì,1
3061,境,U+5883,jìng,1
3062,摘,U+6458,zhāi,1
3063,摔,U+6454,shuāi,1
3064,撇,U+6487,"piē, piě",1
3065,聚,U+805A,jù,1
3066,慕,U+6155,mù,1
3067,暮,U+66AE,mù,1
3068,摹,U+6479,mó,1
3069,蔓,U+8513,"mán, màn, wàn",1
3070,蔑,U+8511,miè,1
3071,蔡,U+8521,cài,1
3072,蔗,U+8517,zhè,1
3073,蔽,U+853D,bì,1
3074,蔼,U+853C,ǎi,1
3075,熙,U+7199,xī,1
3076,蔚,U+851A,"wèi, yù",1
3077,兢,U+5162,jīng,1
3078,模,U+6A21,"mó, mú",1
3079,槛,U+69DB,"jiàn, kǎn",1
3080,榴,U+69B4,liú,1
3081,榜,U+699C,bǎng,1
3082,榨,U+69A8,zhà,1
3083,榕,U+6995,róng,1
3084,歌,U+6B4C,gē,1
3085,遭,U+906D,zāo,1
3086,酵,U+9175,jiào,1
3087,酷,U+9177,kù,1
3088,酿,U+917F,niàng,1
3089,酸,U+9178,suān,1
3090,碟,U+789F,dié,1
3091,碱,U+78B1,jiǎn,1
3092,碳,U+78B3,tàn,1
3093,磁,U+78C1,cí,1
3094,愿,U+613F,yuàn,1
3095,需,U+9700,xū,1
3096,辖,U+8F96,xiá,1
3097,辗,U+8F97,zhǎn,1
3098,雌,U+96CC,cí,1
3099,裳,U+88F3,shang,1
3100,颗,U+9897,kē,1
3101,瞅,U+7785,chǒu,1
3102,墅,U+5885,shù,1
3103,嗽,U+55FD,sòu,1
3104,踊,U+8E0A,yǒng,1
3105,蜻,U+873B,qīng,1
3106,蜡,U+8721,là,1
3107,蝇,U+8747,yíng,1
3108,蜘,U+8718,zhī,1
3109,蝉,U+8749,chán,1
3110,嘛,U+561B,ma,1
3111,嘀,U+5600,dí,1
3112,赚,U+8D5A,zhuàn,1
3113,锹,U+9539,qiāo,1
3114,锻,U+953B,duàn,1
3115,镀,U+9540,dù,1
3116,舞,U+821E,wǔ,1
3117,舔,U+8214,tiǎn,1
3118,稳,U+7A33,wěn,1
3119,熏,U+718F,xūn,1
3120,箕,U+7B95,jī,1
3121,算,U+7B97,suàn,1
3122,箩,U+7BA9,luó,1
3123,管,U+7BA1,guǎn,1
3124,箫,U+7BAB,xiāo,1
3125,舆,U+8206,yú,1
3126,僚,U+50DA,liáo,1
3127,僧,U+50E7,sēng,1
3128,鼻,U+9F3B,bí,1
3129,魄,U+9B44,pò,1
3130,魅,U+9B45,mèi,1
3131,貌,U+8C8C,mào,1
3132,膜,U+819C,mó,1
3133,膊,U+818A,bó,1
3134,膀,U+8180,"bǎng, pāng, páng",1
3135,鲜,U+9C9C,"xiān, xiǎn",1
3136,疑,U+7591,yí,1
3137,孵,U+5B75,fū,1
3138,馒,U+9992,mán,1
3139,裹,U+88F9,guǒ,1
3140,敲,U+6572,qiāo,1
3141,豪,U+8C6A,háo,1
3142,膏,U+818F,"gāo, gào",1
3143,遮,U+906E,zhē,1
3144,腐,U+8150,fǔ,1
3145,瘩,U+7629,"dá, da",1
3146,瘟,U+761F,wēn,1
3147,瘦,U+7626,shòu,1
3148,辣,U+8FA3,là,1
3149,彰,U+5F70,zhāng,1
3150,竭,U+7AED,jié,1
3151,端,U+7AEF,duān,1
3152,旗,U+65D7,qí,1
3153,精,U+7CBE,jīng,1
3154,粹,U+7CB9,cuì,1
3155,歉,U+6B49,qiàn,1
3156,弊,U+5F0A,bì,1
3157,熄,U+7184,xī,1
3158,熔,U+7194,róng,1
3159,煽,U+717D,shān,1
3160,潇,U+6F47,xiāo,1
3161,漆,U+6F06,qī,1
3162,漱,U+6F31,shù,1
3163,漂,U+6F02,"piāo, piǎo, piào",1
3164,漫,U+6F2B,màn,1
3165,滴,U+6EF4,dī,1
3166,漾,U+6F3E,yàng,1
3167,演,U+6F14,yǎn,1
3168,漏,U+6F0F,lòu,1
3169,慢,U+6162,màn,1
3170,慷,U+6177,kāng,1
3171,寨,U+5BE8,zhài,1
3172,赛,U+8D5B,sài,1
3173,寡,U+5BE1,guǎ,1
3174,察,U+5BDF,chá,1
3175,蜜,U+871C,mì,1
3176,寥,U+5BE5,liáo,1
3177,谭,U+8C2D,tán,1
3178,肇,U+8087,zhào,1
3179,褐,U+8910,hè,1
3180,褪,U+892A,"tuì, tùn",1
3181,谱,U+8C31,pǔ,1
3182,隧,U+96A7,suì,1
3183,嫩,U+5AE9,nèn,1
3184,翠,U+7FE0,cuì,1
3185,熊,U+718A,xióng,1
3186,凳,U+51F3,dèng,1
3187,骡,U+9AA1,luó,1
3188,缩,U+7F29,"sù, suō",1
3189,慧,U+6167,huì,1
3190,撵,U+64B5,niǎn,1
3191,撕,U+6495,sī,1
3192,撒,U+6492,"sā, sǎ",1
3193,撩,U+64A9,"liāo, liáo",1
3194,趣,U+8DA3,qù,1
3195,趟,U+8D9F,tàng,1
3196,撑,U+6491,chēng,1
3197,撮,U+64AE,"cuō, zuǒ",1
3198,撬,U+64AC,qiào,1
3199,播,U+64AD,bō,1
3200,擒,U+64D2,qín,1
3201,墩,U+58A9,dūn,1
3202,撞,U+649E,zhuàng,1
3203,撤,U+64A4,chè,1
3204,增,U+589E,zēng,1
3205,撰,U+64B0,zhuàn,1
3206,聪,U+806A,cōng,1
3207,鞋,U+978B,xié,1
3208,鞍,U+978D,ān,1
3209,蕉,U+8549,jiāo,1
3210,蕊,U+854A,ruǐ,1
3211,蔬,U+852C,shū,1
3212,蕴,U+8574,yùn,1
3213,横,U+6A2A,"héng, hèng",1
3214,槽,U+69FD,cáo,1
3215,樱,U+6A31,yīng,1
3216,橡,U+6A61,xiàng,1
3217,樟,U+6A1F,zhāng,1
3218,橄,U+6A44,gǎn,1
3219,敷,U+6577,fū,1
3220,豌,U+8C4C,wān,1
3221,飘,U+98D8,piāo,1
3222,醋,U+918B,cù,1
3223,醇,U+9187,chún,1
3224,醉,U+9189,zuì,1
3225,磕,U+78D5,kē,1
3226,磊,U+78CA,lěi,1
3227,磅,U+78C5,"bàng, páng",1
3228,碾,U+78BE,niǎn,1
3229,震,U+9707,zhèn,1
3230,霄,U+9704,xiāo,1
3231,霉,U+9709,méi,1
3232,瞒,U+7792,mán,1
3233,题,U+9898,tí,1
3234,暴,U+66B4,bào,1
3235,瞎,U+778E,xiā,1
3236,嘻,U+563B,xī,1
3237,嘶,U+5636,sī,1
3238,嘲,U+5632,cháo,1
3239,嘹,U+5639,liáo,1
3240,影,U+5F71,yǐng,1
3241,踢,U+8E22,tī,1
3242,踏,U+8E0F,"tā, tà",1
3243,踩,U+8E29,cǎi,1
3244,踪,U+8E2A,zōng,1
3245,蝶,U+8776,dié,1
3246,蝴,U+8774,hú,1
3247,蝠,U+8760,fú,1
3248,蝎,U+874E,xiē,1
3249,蝌,U+874C,kē,1
3250,蝗,U+8757,huáng,1
3251,蝙,U+8759,biān,1
3252,嘿,U+563F,hēi,1
3253,嘱,U+5631,zhǔ,1
3254,幢,U+5E62,"chuáng, zhuàng",1
3255,墨,U+58A8,mò,1
3256,镇,U+9547,zhèn,1
3257,镐,U+9550,gǎo,1
3258,镑,U+9551,bàng,1
3259,靠,U+9760,kào,1
3260,稽,U+7A3D,jī,1
3261,稻,U+7A3B,dào,1
3262,黎,U+9ECE,lí,1
3263,稿,U+7A3F,gǎo,1
3264,稼,U+7A3C,jià,1
3265,箱,U+7BB1,xiāng,1
3266,篓,U+7BD3,lǒu,1
3267,箭,U+7BAD,jiàn,1
3268,篇,U+7BC7,piān,1
3269,僵,U+50F5,jiāng,1
3270,躺,U+8EBA,tǎng,1
3271,僻,U+50FB,pì,1
3272,德,U+5FB7,dé,1
3273,艘,U+8258,sōu,1
3274,膝,U+819D,xī,1
3275,膛,U+819B,táng,1
3276,鲤,U+9CA4,lǐ,1
3277,鲫,U+9CAB,jì,1
3278,熟,U+719F,"shóu, shú",1
3279,摩,U+6469,"mā, mó",1
3280,褒,U+8912,bāo,1
3281,瘪,U+762A,"biē, biě",1
3282,瘤,U+7624,liú,1
3283,瘫,U+762B,tān,1
3284,凛,U+51DB,lǐn,1
3285,颜,U+989C,yán,1
3286,毅,U+6BC5,yì,1
3287,糊,U+7CCA,"hū, hú, hù",1
3288,遵,U+9075,zūn,1
3289,憋,U+618B,biē,1
3290,潜,U+6F5C,qián,1
3291,澎,U+6F8E,péng,1
3292,潮,U+6F6E,cháo,1
3293,潭,U+6F6D,tán,1
3294,鲨,U+9CA8,shā,1
3295,澳,U+6FB3,ào,1
3296,潘,U+6F58,pān,1
3297,澈,U+6F88,chè,1
3298,澜,U+6F9C,lán,1
3299,澄,U+6F84,"chéng, dèng",1
3300,懂,U+61C2,dǒng,1
3301,憔,U+6194,qiáo,1
3302,懊,U+61CA,ào,1
3303,憎,U+618E,zēng,1
3304,额,U+989D,é,1
3305,翩,U+7FE9,piān,1
3306,褥,U+8925,rù,1
3307,谴,U+8C34,qiǎn,1
3308,鹤,U+9E64,hè,1
3309,憨,U+61A8,hān,1
3310,慰,U+6170,wèi,1
3311,劈,U+5288,"pī, pǐ",1
3312,履,U+5C65,lǚ,1
3313,豫,U+8C6B,yù,1
3314,缭,U+7F2D,liáo,1
3315,撼,U+64BC,hàn,1
3316,擂,U+64C2,"léi, lèi",1
3317,操,U+64CD,cāo,1
3318,擅,U+64C5,shàn,1
3319,燕,U+71D5,"yān, yàn",1
3320,蕾,U+857E,lěi,1
3321,薯,U+85AF,shǔ,1
3322,薛,U+859B,xuē,1
3323,薇,U+8587,wēi,1
3324,擎,U+64CE,qíng,1
3325,薪,U+85AA,xīn,1
3326,薄,U+8584,"báo, bó, bò",1
3327,颠,U+98A0,diān,1
3328,翰,U+7FF0,hàn,1
3329,噩,U+5669,è,1
3330,橱,U+6A71,chú,1
3331,橙,U+6A59,chéng,1
3332,橘,U+6A58,jú,1
3333,整,U+6574,zhěng,1
3334,融,U+878D,róng,1
3335,瓢,U+74E2,piáo,1
3336,醒,U+9192,xǐng,1
3337,霍,U+970D,huò,1
3338,霎,U+970E,shà,1
3339,辙,U+8F99,zhé,1
3340,冀,U+5180,jì,1
3341,餐,U+9910,cān,1
3342,嘴,U+5634,zuǐ,1
3343,踱,U+8E31,duó,1
3344,蹄,U+8E44,tí,1
3345,蹂,U+8E42,róu,1
3346,蟆,U+87C6,má,1
3347,螃,U+8783,páng,1
3348,器,U+5668,qì,1
3349,噪,U+566A,zào,1
3350,鹦,U+9E66,yīng,1
3351,赠,U+8D60,zèng,1
3352,默,U+9ED8,mò,1
3353,黔,U+9ED4,qián,1
3354,镜,U+955C,jìng,1
3355,赞,U+8D5E,zàn,1
3356,穆,U+7A46,mù,1
3357,篮,U+7BEE,lán,1
3358,篡,U+7BE1,cuàn,1
3359,篷,U+7BF7,péng,1
3360,篱,U+7BF1,lí,1
3361,儒,U+5112,rú,1
3362,邀,U+9080,yāo,1
3363,衡,U+8861,héng,1
3364,膨,U+81A8,péng,1
3365,雕,U+96D5,diāo,1
3366,鲸,U+9CB8,jīng,1
3367,磨,U+78E8,"mó, mò",1
3368,瘾,U+763E,yǐn,1
3369,瘸,U+7638,qué,1
3370,凝,U+51DD,níng,1
3371,辨,U+8FA8,biàn,1
3372,辩,U+8FA9,biàn,1
3373,糙,U+7CD9,cāo,1
3374,糖,U+7CD6,táng,1
3375,糕,U+7CD5,gāo,1
3376,燃,U+71C3,rán,1
3377,濒,U+6FD2,bīn,1
3378,澡,U+6FA1,zǎo,1
3379,激,U+6FC0,jī,1
3380,懒,U+61D2,lǎn,1
3381,憾,U+61BE,hàn,1
3382,懈,U+61C8,xiè,1
3383,窿,U+7ABF,lóng,1
3384,壁,U+58C1,bì,1
3385,避,U+907F,bì,1
3386,缰,U+7F30,jiāng,1
3387,缴,U+7F34,jiǎo,1
3388,戴,U+6234,dài,1
3389,擦,U+64E6,cā,1
3390,藉,U+85C9,"jí, jiè",1
3391,鞠,U+97A0,jū,1
3392,藏,U+85CF,"cáng, zàng",1
3393,藐,U+85D0,miǎo,1
3394,檬,U+6AAC,méng,1
3395,檐,U+6A90,yán,1
3396,檀,U+6A80,tán,1
3397,礁,U+7901,jiāo,1
3398,磷,U+78F7,lín,1
3399,霜,U+971C,shuāng,1
3400,霞,U+971E,xiá,1
3401,瞭,U+77AD,liào,1
3402,瞧,U+77A7,qiáo,1
3403,瞬,U+77AC,shùn,1
3404,瞳,U+77B3,tóng,1
3405,瞩,U+77A9,zhǔ,1
3406,瞪,U+77AA,dèng,1
3407,曙,U+66D9,shǔ,1
3408,蹋,U+8E4B,tà,1
3409,蹈,U+8E48,dǎo,1
3410,螺,U+87BA,luó,1
3411,蟋,U+87CB,xī,1
3412,蟀,U+87C0,shuài,1
3413,嚎,U+568E,háo,1
3414,赡,U+8D61,shàn,1
3415,穗,U+7A57,suì,1
3416,魏,U+9B4F,wèi,1
3417,簧,U+7C27,huáng,1
3418,簇,U+7C07,cù,1
3419,繁,U+7E41,"fán, pó",1
3420,徽,U+5FBD,huī,1
3421,爵,U+7235,jué,1
3422,朦,U+6726,méng,1
3423,臊,U+81CA,"sāo, sào",1
3424,鳄,U+9CC4,è,1
3425,癌,U+764C,ái,1
3426,辫,U+8FAB,biàn,1
3427,赢,U+8D62,yíng,1
3428,糟,U+7CDF,zāo,1
3429,糠,U+7CE0,kāng,1
3430,燥,U+71E5,zào,1
3431,懦,U+61E6,nuò,1
3432,豁,U+8C41,"huō, huò",1
3433,臀,U+81C0,tún,1
3434,臂,U+81C2,"bei, bì",1
3435,翼,U+7FFC,yì,1
3436,骤,U+9AA4,zhòu,1
3437,藕,U+85D5,ǒu,1
3438,鞭,U+97AD,biān,1
3439,藤,U+85E4,téng,1
3440,覆,U+8986,fù,1
3441,瞻,U+77BB,zhān,1
3442,蹦,U+8E66,bèng,1
3443,嚣,U+56A3,xiāo,1
3444,镰,U+9570,lián,1
3445,翻,U+7FFB,fān,1
3446,鳍,U+9CCD,qí,1
3447,鹰,U+9E70,yīng,1
3448,瀑,U+7011,"bào, pù",1
3449,襟,U+895F,jīn,1
3450,璧,U+74A7,bì,1
3451,戳,U+6233,chuō,1
3452,孽,U+5B7D,niè,1
3453,警,U+8B66,jǐng,1
3454,蘑,U+8611,mó,1
3455,藻,U+85FB,zǎo,1
3456,攀,U+6500,pān,1
3457,曝,U+66DD,"bào, pù",1
3458,蹲,U+8E72,dūn,1
3459,蹭,U+8E6D,cèng,1
3460,蹬,U+8E6C,dēng,1
3461,巅,U+5DC5,diān,1
3462,簸,U+7C38,"bǒ, bò",1
3463,簿,U+7C3F,bù,1
3464,蟹,U+87F9,xiè,1
3465,颤,U+98A4,chàn,1
3466,靡,U+9761,"mí, mǐ",1
3467,癣,U+7663,xuǎn,1
3468,瓣,U+74E3,bàn,1
3469,羹,U+7FB9,gēng,1
3470,鳖,U+9CD6,biē,1
3471,爆,U+7206,bào,1
3472,疆,U+7586,jiāng,1
3473,鬓,U+9B13,bìn,1
3474,壤,U+58E4,rǎng,1
3475,馨,U+99A8,xīn,1
3476,耀,U+8000,yào,1
3477,躁,U+8E81,zào,1
